annotated_512_id,run,pattern,k_top1_identity,k_top1_score,k_top2_identity,k_top2_score,k_robust_separation,k_support_impression_count,k_support_pass,k_margin_pass,k_winner_leave_one_out_stable,k_global_position_drop_change_count,o_top1_identity,o_top1_score,o_top2_identity,o_top2_score,o_robust_separation,o_support_impression_count,o_support_pass,o_margin_pass,o_winner_leave_one_out_stable,o_global_position_drop_change_count,channels_agree,global_assignment_identity,assignment_agrees_with_local,one_to_one_collision,status,frozen_final_identity
R1/1_plain_arch,R1,plain_arch,122,0.04429805278778076,116,0.037455733865499496,0.6048009048382977,0,false,false,false,2,89,0.09899112582206726,111,0.09769263863563538,0.0654342907584105,0,false,false,false,3,false,116,false,false,AMBIGUOUS,
R1/1_right_loop,R1,right_loop,129,0.08288533240556717,92,0.057599086314439774,2.1709507488508475,0,false,false,false,1,74,0.10063779354095459,129,0.0934232696890831,0.46244980727915524,1,false,false,false,2,false,109,false,false,AMBIGUOUS,
R1/1_tented_arch,R1,tented_arch,24,0.0646916925907135,104,0.052703503519296646,1.2117585192911327,0,false,false,false,2,14,0.1550571173429489,31,0.12713132798671722,1.5042627144543368,0,false,false,false,1,false,24,false,false,AMBIGUOUS,
R1/1_whorl,R1,whorl,30,0.04072156175971031,69,0.03936352580785751,0.139267803633442,0,false,false,false,2,62,0.17375533282756805,83,0.15603341162204742,0.5787826277397801,0,false,false,false,3,false,62,false,false,AMBIGUOUS,
R1/20_right_loop,R1,right_loop,26,0.12225285917520523,67,0.0467444472014904,8.128614657913738,1,false,true,true,0,140,0.12770994007587433,45,0.11427759379148483,0.611569252767011,0,false,false,false,1,false,26,false,false,AMBIGUOUS,
R1/20_whorl,R1,whorl,27,0.12517021596431732,72,0.04084597900509834,8.952092655805854,1,false,true,true,0,4,0.17594458162784576,66,0.16477139294147491,0.37930244546375047,0,false,false,false,2,false,27,false,false,AMBIGUOUS,
R1/21_right_loop,R1,right_loop,28,0.09736794978380203,99,0.042192596942186356,5.4519499260861854,0,false,true,false,1,123,0.14029715955257416,136,0.13767068088054657,0.11096082224956152,1,false,false,false,3,false,28,false,false,AMBIGUOUS,
R1/21_whorl,R1,whorl,36,0.08249279856681824,29,0.04558553919196129,4.379086602418364,0,false,true,false,1,148,0.178028866648674,43,0.14670059084892273,1.245226512307694,0,false,false,false,2,false,64,false,false,AMBIGUOUS,
R1/22_right_loop,R1,right_loop,30,0.412063330411911,95,0.05173255875706673,40.760529281684775,3,true,true,true,0,133,0.0938955545425415,1,0.08405917882919312,0.603397484772757,0,false,false,false,2,false,30,false,false,AMBIGUOUS,
R1/22_whorl,R1,whorl,57,0.05105723440647125,138,0.049869537353515625,0.1219565194406602,0,false,false,false,2,79,0.16412271559238434,45,0.15251202881336212,0.39223826797021505,0,false,false,false,2,false,57,false,false,AMBIGUOUS,
R1/23_right_loop,R1,right_loop,32,0.0827089324593544,20,0.05282415449619293,3.285520328392635,0,false,true,false,0,22,0.09345468133687973,91,0.0926189199090004,0.05221261848052177,0,false,false,false,3,false,32,false,false,AMBIGUOUS,
R1/23_whorl,R1,whorl,33,0.5089852809906006,148,0.05861986055970192,42.86062592689105,5,true,true,true,0,37,0.20617353916168213,99,0.1517401784658432,2.616529579436356,0,false,true,false,1,false,33,false,false,AMBIGUOUS,
R1/24_right_loop,R1,right_loop,34,0.1840103417634964,61,0.0503472201526165,15.65112618853502,1,false,true,false,1,18,0.1301185041666031,33,0.10564389079809189,1.3774410906710364,0,false,false,false,1,false,34,false,false,AMBIGUOUS,
R1/24_whorl,R1,whorl,35,0.10123560577630997,14,0.07184980064630508,2.936558570683497,0,false,true,false,1,119,0.145003542304039,70,0.12625199556350708,0.8088625765400055,0,false,false,true,0,false,35,false,false,AMBIGUOUS,
