record_id,sample_index,ppi,pair_type,frozen_analysis_status,conformant_analysis_status,subject_id,plain_position,roll_position,status,reason,mutual_matches,ransac_inliers,inlier_ratio,median_reprojection_error,p90_reprojection_error,plain_hull_coverage,roll_hull_coverage,overlap_plain_pixels,overlap_roll_pixels,registration_relative_local_path,registration_sha256
S17-2000,17,2000,non_mated,OK,OK,00001036,9,10,INVALID,VALIDITY_THRESHOLDS_NOT_MET,25,5,0.2,2.0904457569122314,2.5941781997680664,0.10640966346176813,0.10243391098256342,,,artifacts/experiment-004/local-large/registrations/2000/S17-2000-non_mated.npz,914dff260d3010c34ff577f739e28b83aac3a0b6d5152d1f44a7c4c03139596b
S18-2000,18,2000,mated,OK,OK,00001580,9,9,VALID,ALL_VALIDITY_THRESHOLDS_MET,91,43,0.4725274725274725,1.8676986694335938,4.188307762145996,0.1894678632765358,0.08121258030321621,176152,171874,artifacts/experiment-004/local-large/registrations/2000/S18-2000-mated.npz,fbe30357458f4c217a8501ac3b20ad9781a15f12d8679740216a6ed47e763085
S18-2000,18,2000,non_mated,OK,OK,00001580,9,10,INVALID,VALIDITY_THRESHOLDS_NOT_MET,26,5,0.19230769230769232,0.7611663937568665,0.9252495765686035,0.34146848259054874,0.055291062251884585,,,artifacts/experiment-004/local-large/registrations/2000/S18-2000-non_mated.npz,84765fd1ec702922c641434c7ef1f5b05a33d9eb1da070f27246c95142734e6c
S19-2000,19,2000,mated,OK,OK,00001085,10,10,INVALID,VALIDITY_THRESHOLDS_NOT_MET,9,4,0.4444444444444444,0.0,0.0,0.1958379848039372,0.11732005195710252,,,artifacts/experiment-004/local-large/registrations/2000/S19-2000-mated.npz,a6bdd01b40a5ace5e9aa12ef4366aacd085480de00e975ac6a999c48d88fa81c
S19-2000,19,2000,non_mated,OK,OK,00001085,10,1,INVALID,VALIDITY_THRESHOLDS_NOT_MET,12,4,0.3333333333333333,0.0,0.0,0.04482912208086759,0.12975416970997336,,,artifacts/experiment-004/local-large/registrations/2000/S19-2000-non_mated.npz,4229579cd344ed034e95ee0f74ee6e9fd58237d3ef8d410e6fea52095fdec212
S20-2000,20,2000,mated,OK,OK,00001027,10,10,AMBIGUOUS,VALIDITY_THRESHOLDS_NOT_MET,21,7,0.3333333333333333,1.0963712930679321,2.3998446464538574,0.14307564228281305,0.042290397452259196,,,artifacts/experiment-004/local-large/registrations/2000/S20-2000-mated.npz,c1e3d47c1786787032481fbcf191b4672ab76e2461db21f04048ab90680636e4
S20-2000,20,2000,non_mated,OK,OK,00001027,10,1,INVALID,VALIDITY_THRESHOLDS_NOT_MET,17,4,0.23529411764705882,0.0,0.0,0.11596260723238777,0.37022579475720074,,,artifacts/experiment-004/local-large/registrations/2000/S20-2000-non_mated.npz,a8b24c4ea525d791f8246e8fb28720d41155c2bdea8391b19de560827406920b
S01-1000x2000,1,1000x2000,cross_resolution_plain,PREPROCESSING_FAILURE,PREPROCESSING_FAILURE,00001809,1,1,INVALID,PREPROCESSING_FAILURE,0,0,,,,,,,,artifacts/experiment-004/local-large/registrations/cross-resolution/S01-plain.npz,2153f68faac9b57137632316361f4f0daaad9f303d0a8d37883b0b85baef282c
S01-1000x2000,1,1000x2000,cross_resolution_roll,PREPROCESSING_FAILURE,PREPROCESSING_FAILURE,00001809,1,1,INVALID,PREPROCESSING_FAILURE,0,0,,,,,,,,artifacts/experiment-004/local-large/registrations/cross-resolution/S01-roll.npz,6d3b546c018e16525843957be5d3fcdd4482f1b83f5f64e9d375b746c2f004d3
S02-1000x2000,2,1000x2000,cross_resolution_plain,PREPROCESSING_FAILURE,PREPROCESSING_FAILURE,00001718,1,1,INVALID,PREPROCESSING_FAILURE,0,0,,,,,,,,artifacts/experiment-004/local-large/registrations/cross-resolution/S02-plain.npz,7f4eea52561520835f070fd4190b44e11265e663db29d810a1c567fa1169ed0f
S02-1000x2000,2,1000x2000,cross_resolution_roll,PREPROCESSING_FAILURE,PREPROCESSING_FAILURE,00001718,1,1,INVALID,PREPROCESSING_FAILURE,0,0,,,,,,,,artifacts/experiment-004/local-large/registrations/cross-resolution/S02-roll.npz,00fcbc770be987d48c3d4b251203d1168b747d653fd119bc9c68c51d98be9632
S03-1000x2000,3,1000x2000,cross_resolution_plain,PREPROCESSING_FAILURE,PREPROCESSING_FAILURE,00001335,2,2,INVALID,PREPROCESSING_FAILURE,0,0,,,,,,,,artifacts/experiment-004/local-large/registrations/cross-resolution/S03-plain.npz,394167df20ef8f384943c5a5ded04a287ac9c635a34dbdafb2339f246ee5569f
S03-1000x2000,3,1000x2000,cross_resolution_roll,PREPROCESSING_FAILURE,PREPROCESSING_FAILURE,00001335,2,2,INVALID,PREPROCESSING_FAILURE,0,0,,,,,,,,artifacts/experiment-004/local-large/registrations/cross-resolution/S03-roll.npz,7d6e831e4f836107a4315065f2cd08ef77befa72976ab97a3d7654838644315b
S04-1000x2000,4,1000x2000,cross_resolution_plain,PREPROCESSING_FAILURE,PREPROCESSING_FAILURE,00001593,2,2,INVALID,PREPROCESSING_FAILURE,0,0,,,,,,,,artifacts/experiment-004/local-large/registrations/cross-resolution/S04-plain.npz,64fc6963e025316cd3b411d836946a0d559da9391a66b1bdbdf2fdd39a96eb84
S04-1000x2000,4,1000x2000,cross_resolution_roll,PREPROCESSING_FAILURE,PREPROCESSING_FAILURE,00001593,2,2,INVALID,PREPROCESSING_FAILURE,0,0,,,,,,,,artifacts/experiment-004/local-large/registrations/cross-resolution/S04-roll.npz,8c004f00548bd130d70e141b25bb75c924c14237ca9a18bb09dd63d5123a4b9b
S05-1000x2000,5,1000x2000,cross_resolution_plain,PREPROCESSING_FAILURE,OK,00001314,3,3,VALID,ALL_VALIDITY_THRESHOLDS_MET,4745,4742,0.9993677555321391,0.16938968002796173,0.41649627685546875,1.3891927123683017,1.3739327682589082,738729,708937,artifacts/experiment-004/local-large/registrations/cross-resolution/S05-plain.npz,917ead03eff8c53bc8c7737253d1af8b32afb16f8ac20012eaa4643f39e2c519
S05-1000x2000,5,1000x2000,cross_resolution_roll,PREPROCESSING_FAILURE,PREPROCESSING_FAILURE,00001314,3,3,INVALID,PREPROCESSING_FAILURE,0,0,,,,,,,,artifacts/experiment-004/local-large/registrations/cross-resolution/S05-roll.npz,4a24ce4a55d48c6d49079856385a57655298be5eeee549f31b907f8007a6930e
S06-1000x2000,6,1000x2000,cross_resolution_plain,PREPROCESSING_FAILURE,PREPROCESSING_FAILURE,00001267,3,3,INVALID,PREPROCESSING_FAILURE,0,0,,,,,,,,artifacts/experiment-004/local-large/registrations/cross-resolution/S06-plain.npz,c2fff2c53d6a39bc72922540fad546d7b1955d8e0628e7f3919d321e715b9466
S06-1000x2000,6,1000x2000,cross_resolution_roll,PREPROCESSING_FAILURE,PREPROCESSING_FAILURE,00001267,3,3,INVALID,PREPROCESSING_FAILURE,0,0,,,,,,,,artifacts/experiment-004/local-large/registrations/cross-resolution/S06-roll.npz,bf39fd45d0c17e2a2afaebe3855c293cc0a06ae45385050ef575698075b2cd5b
S07-1000x2000,7,1000x2000,cross_resolution_plain,OK,OK,00001061,4,4,VALID,ALL_VALIDITY_THRESHOLDS_MET,3034,3032,0.999340804218853,0.39096933603286743,0.6398142576217651,1.483032815992598,1.436049983062076,672017,649197,artifacts/experiment-004/local-large/registrations/cross-resolution/S07-plain.npz,6c508d504f2e26c25534e14c6da45dec2b6229781703eea0543647ff9b3d315d
S07-1000x2000,7,1000x2000,cross_resolution_roll,PREPROCESSING_FAILURE,PREPROCESSING_FAILURE,00001061,4,4,INVALID,PREPROCESSING_FAILURE,0,0,,,,,,,,artifacts/experiment-004/local-large/registrations/cross-resolution/S07-roll.npz,c1a10abcf8627923a90e93f1bc4d7b419efe71a42169483486499a74672e3aaf
S08-1000x2000,8,1000x2000,cross_resolution_plain,PREPROCESSING_FAILURE,PREPROCESSING_FAILURE,00001050,4,4,INVALID,PREPROCESSING_FAILURE,0,0,,,,,,,,artifacts/experiment-004/local-large/registrations/cross-resolution/S08-plain.npz,8518d38dcb27c6c21b5b0054969da1165689c87f466d69b052c59908f2774fd9
S08-1000x2000,8,1000x2000,cross_resolution_roll,OK,OK,00001050,4,4,VALID,ALL_VALIDITY_THRESHOLDS_MET,3159,3151,0.9974675530231086,0.842458188533783,1.928033471107483,1.4006504415910614,1.5205759583517162,536765,2338034,artifacts/experiment-004/local-large/registrations/cross-resolution/S08-roll.npz,38875d989b77338ab10b1f0f32a5425a71f487e772d66780c52cdbf494ac61c5
S09-1000x2000,9,1000x2000,cross_resolution_plain,PREPROCESSING_FAILURE,PREPROCESSING_FAILURE,00001187,5,5,INVALID,PREPROCESSING_FAILURE,0,0,,,,,,,,artifacts/experiment-004/local-large/registrations/cross-resolution/S09-plain.npz,ccfc8ff0f35c8236f3ee47c75818cd64da178a5c2ed1db506f62f6dd1512bdd5
S09-1000x2000,9,1000x2000,cross_resolution_roll,PREPROCESSING_FAILURE,PREPROCESSING_FAILURE,00001187,5,5,INVALID,PREPROCESSING_FAILURE,0,0,,,,,,,,artifacts/experiment-004/local-large/registrations/cross-resolution/S09-roll.npz,335542625b1c7bd13c8ebfaa991d83d8fcda5b68598279569e8fc279490a362e
S10-1000x2000,10,1000x2000,cross_resolution_plain,PREPROCESSING_FAILURE,PREPROCESSING_FAILURE,00001668,5,5,INVALID,PREPROCESSING_FAILURE,0,0,,,,,,,,artifacts/experiment-004/local-large/registrations/cross-resolution/S10-plain.npz,98434b30100365e94a4679c2f4a073bf6494c6e1b26a69665c93c2bb65d3162c
S10-1000x2000,10,1000x2000,cross_resolution_roll,PREPROCESSING_FAILURE,PREPROCESSING_FAILURE,00001668,5,5,INVALID,PREPROCESSING_FAILURE,0,0,,,,,,,,artifacts/experiment-004/local-large/registrations/cross-resolution/S10-roll.npz,a3fbb6a6d7f378480049f54f1d2c9ce0255702eb56f682a0f675b195618624d1
S11-1000x2000,11,1000x2000,cross_resolution_plain,PREPROCESSING_FAILURE,PREPROCESSING_FAILURE,00001595,6,6,INVALID,PREPROCESSING_FAILURE,0,0,,,,,,,,artifacts/experiment-004/local-large/registrations/cross-resolution/S11-plain.npz,5aecf381a08bf574f138fae1483d8607e66c4981618acec5466d580223f89f66
S11-1000x2000,11,1000x2000,cross_resolution_roll,PREPROCESSING_FAILURE,PREPROCESSING_FAILURE,00001595,6,6,INVALID,PREPROCESSING_FAILURE,0,0,,,,,,,,artifacts/experiment-004/local-large/registrations/cross-resolution/S11-roll.npz,ad74617eba4f7a8f7dd6ca3636a747ab6a6518ca680b74505160a4df182b86a0
S12-1000x2000,12,1000x2000,cross_resolution_plain,OK,OK,00001159,6,6,VALID,ALL_VALIDITY_THRESHOLDS_MET,4806,4797,0.99812734082397,0.5426333546638489,1.056175947189331,1.6455263330371959,1.6518776676453812,1287753,1512695,artifacts/experiment-004/local-large/registrations/cross-resolution/S12-plain.npz,e0b97d215977f857ce13634e50b3326f344b28d3791c67f994425e1077191dd7
S12-1000x2000,12,1000x2000,cross_resolution_roll,PREPROCESSING_FAILURE,PREPROCESSING_FAILURE,00001159,6,6,INVALID,PREPROCESSING_FAILURE,0,0,,,,,,,,artifacts/experiment-004/local-large/registrations/cross-resolution/S12-roll.npz,b71caa75a3e501de5ddf573b955766fff212bad2a8a14d33fae1fafb9073846c
S13-1000x2000,13,1000x2000,cross_resolution_plain,PREPROCESSING_FAILURE,OK,00001741,7,7,VALID,ALL_VALIDITY_THRESHOLDS_MET,5433,5430,0.9994478188845941,0.2850891053676605,0.5796405076980591,1.5954539868411266,1.5807449448556024,1186882,1190488,artifacts/experiment-004/local-large/registrations/cross-resolution/S13-plain.npz,f372969df52184142800bc2875635577f6ab17bb7efe1507ac7690155bd43b5b
S13-1000x2000,13,1000x2000,cross_resolution_roll,PREPROCESSING_FAILURE,PREPROCESSING_FAILURE,00001741,7,7,INVALID,PREPROCESSING_FAILURE,0,0,,,,,,,,artifacts/experiment-004/local-large/registrations/cross-resolution/S13-roll.npz,97d41789afad9337aa38b77988943ed90afa4f113542583a61f47dfb309fe840
S14-1000x2000,14,1000x2000,cross_resolution_plain,PREPROCESSING_FAILURE,PREPROCESSING_FAILURE,00001411,7,7,INVALID,PREPROCESSING_FAILURE,0,0,,,,,,,,artifacts/experiment-004/local-large/registrations/cross-resolution/S14-plain.npz,a85ba29805ccdd08bcc9766c4e5ddbfd53b7dd54cfb0bc68bfb691b996e59315
S14-1000x2000,14,1000x2000,cross_resolution_roll,PREPROCESSING_FAILURE,PREPROCESSING_FAILURE,00001411,7,7,INVALID,PREPROCESSING_FAILURE,0,0,,,,,,,,artifacts/experiment-004/local-large/registrations/cross-resolution/S14-roll.npz,44f5f7526b817d03c313e3bfbf4b54f94ef4fc017b9abdf833e08fca824cac01
S15-1000x2000,15,1000x2000,cross_resolution_plain,PREPROCESSING_FAILURE,PREPROCESSING_FAILURE,00001234,8,8,INVALID,PREPROCESSING_FAILURE,0,0,,,,,,,,artifacts/experiment-004/local-large/registrations/cross-resolution/S15-plain.npz,c3c823c719c579e94a6b8641610158e1d5300ef10888e0ec847516f53c9ef8fe
S15-1000x2000,15,1000x2000,cross_resolution_roll,PREPROCESSING_FAILURE,PREPROCESSING_FAILURE,00001234,8,8,INVALID,PREPROCESSING_FAILURE,0,0,,,,,,,,artifacts/experiment-004/local-large/registrations/cross-resolution/S15-roll.npz,019defac7488d3aff65ad1de4c963fc8571adacdaccb77eddd4e48c14fbe5e7d
S16-1000x2000,16,1000x2000,cross_resolution_plain,PREPROCESSING_FAILURE,PREPROCESSING_FAILURE,00001711,8,8,INVALID,PREPROCESSING_FAILURE,0,0,,,,,,,,artifacts/experiment-004/local-large/registrations/cross-resolution/S16-plain.npz,5490e2e9809f868608dfe4f19a3caffcaa8dd86e103c1b7a96fe2e76e73d59de
S16-1000x2000,16,1000x2000,cross_resolution_roll,PREPROCESSING_FAILURE,PREPROCESSING_FAILURE,00001711,8,8,INVALID,PREPROCESSING_FAILURE,0,0,,,,,,,,artifacts/experiment-004/local-large/registrations/cross-resolution/S16-roll.npz,ccb1d34eddf2ccea0099f5cd44583bac1230cd83ecba8a25e16a46f875f09e10
S17-1000x2000,17,1000x2000,cross_resolution_plain,PREPROCESSING_FAILURE,PREPROCESSING_FAILURE,00001036,9,9,INVALID,PREPROCESSING_FAILURE,0,0,,,,,,,,artifacts/experiment-004/local-large/registrations/cross-resolution/S17-plain.npz,5753ae8411b694ac8f5d20e6f9affdc89738d4538040ae59a46b09ca0ef0f21b
S17-1000x2000,17,1000x2000,cross_resolution_roll,PREPROCESSING_FAILURE,PREPROCESSING_FAILURE,00001036,9,9,INVALID,PREPROCESSING_FAILURE,0,0,,,,,,,,artifacts/experiment-004/local-large/registrations/cross-resolution/S17-roll.npz,a551569fcacc9db1fde55dfe47f532bd5e3b54b15e662132959f510917db09c9
S18-1000x2000,18,1000x2000,cross_resolution_plain,PREPROCESSING_FAILURE,PREPROCESSING_FAILURE,00001580,9,9,INVALID,PREPROCESSING_FAILURE,0,0,,,,,,,,artifacts/experiment-004/local-large/registrations/cross-resolution/S18-plain.npz,e4ebf666e1e3239462625f8bed70943a566f8fbc6a0b2a7f480eb84b0c74e71d
S18-1000x2000,18,1000x2000,cross_resolution_roll,PREPROCESSING_FAILURE,PREPROCESSING_FAILURE,00001580,9,9,INVALID,PREPROCESSING_FAILURE,0,0,,,,,,,,artifacts/experiment-004/local-large/registrations/cross-resolution/S18-roll.npz,c1a10abcf8627923a90e93f1bc4d7b419efe71a42169483486499a74672e3aaf
S19-1000x2000,19,1000x2000,cross_resolution_plain,OK,OK,00001085,10,10,VALID,ALL_VALIDITY_THRESHOLDS_MET,421,413,0.9809976247030879,0.9153552651405334,2.0960280895233154,1.1382370263067056,0.7619480177576607,63953,314013,artifacts/experiment-004/local-large/registrations/cross-resolution/S19-plain.npz,df61bb956bfb8b824e2a1ba0fb39550c41f868205b43bf5fbbf1bf259cfd7817
S19-1000x2000,19,1000x2000,cross_resolution_roll,PREPROCESSING_FAILURE,PREPROCESSING_FAILURE,00001085,10,10,INVALID,PREPROCESSING_FAILURE,0,0,,,,,,,,artifacts/experiment-004/local-large/registrations/cross-resolution/S19-roll.npz,33d854ebed9c9eaace21450db525cc6dcd9e1657090b57b078ad24c5a1089d0d
S20-1000x2000,20,1000x2000,cross_resolution_plain,PREPROCESSING_FAILURE,PREPROCESSING_FAILURE,00001027,10,10,INVALID,PREPROCESSING_FAILURE,0,0,,,,,,,,artifacts/experiment-004/local-large/registrations/cross-resolution/S20-plain.npz,67aefc5baf44fccfdd58a231e8ec6036c82880a70e30e3d20d4b99777c9b5c4d
S20-1000x2000,20,1000x2000,cross_resolution_roll,PREPROCESSING_FAILURE,PREPROCESSING_FAILURE,00001027,10,10,INVALID,PREPROCESSING_FAILURE,0,0,,,,,,,,artifacts/experiment-004/local-large/registrations/cross-resolution/S20-roll.npz,53c3182095a3a5d6b15d43cee84221f720d93b514c1b6717f5fbb677f6cb1df2
